file,config,alpha,rep,vehicle,role,mean,std,min,max,count
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,75,relay,1.6332091368116,2.491304607291,0.0,6.2891137787638,7.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,76,relay,1.4547691901732,1.1174281502733,0.049637909024138,3.9466653822545,13.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,77,relay,3.1193490993142,2.1554013156215,0.0,7.2923532145952,22.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,78,relay,1.6994031887149,1.6670878411503,0.0,3.8627604744933,8.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,79,relay,2.7928030676042,2.5134799623738,0.0,7.8325395202275,14.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,80,relay,0.75973659983085,0.867232082267,0.0,2.7217465753981,32.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,81,relay,2.4750107697332,1.8051090226581,0.0,5.6339799126632,18.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,82,relay,0.34802417193137,0.19778639476547,0.0,0.73292900636218,26.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,83,relay,0.080616359202503,0.26737421543922,0.0,0.88677995122753,11.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,84,relay,3.1340975856436,2.1403415621632,0.0,6.198306478764,15.0
GPSRCS-100veh-e300-rep3-#0.sca,GPSRCS-100veh,,3,85,relay,1.2754372787545,1.3477830535931,0.0,5.9220226461043,59.0
